,Real,Edge,Fog,Cloud
0,84.31801671545107,126.0,48.0,0.0
1,84.31801671545107,126.0,48.0,0.0
2,97.69796668163065,126.0,48.0,0.0
3,71.52890000256788,126.0,48.0,0.0
4,73.1265999291512,126.0,48.0,0.0
5,72.9319000362496,126.0,48.0,0.0
6,70.3763000222201,121.91682489541385,14.036459836305035,0.0
7,71.85910000365996,121.91682489541385,14.036459836305035,0.0
8,72.3656000741963,121.91682489541385,14.036459836305035,0.0
9,70.35645003964821,121.91682489541385,14.036459836305035,0.0
10,70.28235003084318,121.91682489541385,14.036459836305035,0.0
11,70.05070006257422,121.91682489541385,14.036459836305035,0.0
12,71.81939997083201,121.57914804861225,0.0,0.0
13,105.99679998282204,121.57914804861225,0.0,0.0
14,104.45099997846899,121.57914804861225,0.0,0.0
15,113.57105002963146,121.57914804861225,0.0,0.0
16,114.89260001168392,121.57914804861225,0.0,0.0
17,115.88740008512517,121.57914804861225,0.0,0.0
18,115.2786000718668,123.72476784669188,59.67854378657622,23.737550505106867
19,114.66195008392218,123.72476784669188,59.67854378657622,23.737550505106867
20,117.1665000026195,123.72476784669188,59.67854378657622,23.737550505106867
21,115.22794993534309,123.72476784669188,59.67854378657622,23.737550505106867
22,113.75700003304955,123.72476784669188,59.67854378657622,23.737550505106867
23,114.09629998110226,123.72476784669188,59.67854378657622,23.737550505106867
24,114.71379998889046,123.586578225453,31.108718633872872,0.0
25,108.09714997656839,123.586578225453,31.108718633872872,0.0
26,108.30525004451222,123.586578225453,31.108718633872872,0.0
27,103.08654989248045,123.586578225453,31.108718633872872,0.0
28,110.19420006591567,123.586578225453,31.108718633872872,0.0
29,104.93614996090649,123.586578225453,31.108718633872872,0.0
30,103.97700001821688,123.17986702802983,50.50401452482136,0.0
31,107.60150002118961,123.17986702802983,50.50401452482136,0.0
32,105.81709997686976,123.17986702802983,50.50401452482136,0.0
33,105.34430005328701,123.17986702802983,50.50401452482136,0.0
34,105.42055014770307,123.17986702802983,50.50401452482136,0.0
35,103.15370005067898,123.17986702802983,50.50401452482136,0.0
36,101.22739998140564,123.11025904830707,49.30436448986013,0.0
37,98.93809994385828,123.11025904830707,49.30436448986013,0.0
38,96.39040005369544,123.11025904830707,49.30436448986013,0.0
39,94.35449999463543,123.11025904830707,49.30436448986013,0.0
40,94.16140001662772,123.11025904830707,49.30436448986013,0.0
41,96.85675003600164,123.11025904830707,49.30436448986013,0.0
42,98.42630004729615,123.25132857447517,26.728357464296963,0.0
43,96.4790000297836,123.25132857447517,26.728357464296963,0.0
44,98.957400039788,123.25132857447517,26.728357464296963,0.0
45,95.14610006838089,123.25132857447517,26.728357464296963,0.0
46,97.66720000427229,123.25132857447517,26.728357464296963,0.0
47,97.31210000407893,123.25132857447517,26.728357464296963,0.0
48,97.50630015704905,123.67921948398273,25.548475990453127,0.0
49,89.53730000281148,123.67921948398273,25.548475990453127,0.0
50,88.37645008322868,123.67921948398273,25.548475990453127,0.0
51,87.03660000328823,123.67921948398273,25.548475990453127,0.0
52,87.72095008681303,123.67921948398273,25.548475990453127,0.0
53,87.83580000471834,123.67921948398273,25.548475990453127,0.0
54,87.15199994461658,122.57869265382723,0.0,0.0
55,89.00660003906376,122.57869265382723,0.0,0.0
56,88.83725000962977,122.57869265382723,0.0,0.0
57,87.62470009003975,122.57869265382723,0.0,0.0
58,88.04074997943879,122.57869265382723,0.0,0.0
59,89.35280009010025,122.57869265382723,0.0,0.0
60,87.77105006572515,121.58299224670372,0.0,0.0
61,101.17549997974831,121.58299224670372,0.0,0.0
62,103.99195009820025,121.58299224670372,0.0,0.0
63,106.3899000533655,121.58299224670372,0.0,0.0
