,Real,Edge,Fog,Cloud
0,205.38021677183124,250.0,170.0,0.0
1,205.38021677183124,250.0,170.0,0.0
2,236.4022997653496,250.0,170.0,0.0
3,177.83085005521664,250.0,170.0,0.0
4,176.05020008167625,250.0,170.0,0.0
5,181.41775005950154,250.0,170.0,0.0
6,174.3611499399241,246.6527067863343,104.06020042975388,0.0
7,177.29445010119935,246.6527067863343,104.06020042975388,0.0
8,173.52690006871083,246.6527067863343,104.06020042975388,0.0
9,172.56604989577508,246.6527067863343,104.06020042975388,0.0
10,173.43795008504122,246.6527067863343,104.06020042975388,0.0
11,257.8683500778706,245.6716319702388,82.64453434842162,0.0
12,253.9228667705009,245.6716319702388,82.64453434842162,0.0
13,277.4328000465167,245.6716319702388,82.64453434842162,0.0
14,281.6154499766617,245.6716319702388,82.64453434842162,0.0
15,282.23719991296826,245.6716319702388,82.64453434842162,0.0
16,284.06500004119397,244.9212928061042,304.1029126920762,0.0
17,283.3015499853427,244.9212928061042,304.1029126920762,0.0
18,284.00089996649626,244.9212928061042,304.1029126920762,0.0
19,281.097150219951,244.9212928061042,304.1029126920762,0.0
20,281.81624992361645,244.9212928061042,304.1029126920762,0.0
21,271.6981001416676,244.74975015190267,187.031791269975,0.0
22,268.1976999258429,244.74975015190267,187.031791269975,0.0
23,260.32304999279125,244.74975015190267,187.031791269975,0.0
24,266.2723502532458,244.74975015190267,187.031791269975,0.0
25,258.2500833226693,244.74975015190267,187.031791269975,0.0
26,261.70324999412804,245.4234072483648,217.16669179209424,0.0
27,256.1511999056001,245.4234072483648,217.16669179209424,0.0
28,261.7107999396325,245.4234072483648,217.16669179209424,0.0
29,258.2203169073342,245.4234072483648,217.16669179209424,0.0
30,254.77635011401216,245.4234072483648,217.16669179209424,0.0
31,244.96650003973878,245.2074797705556,217.46304820490286,0.0
32,237.84760027339442,245.2074797705556,217.46304820490286,0.0
33,233.91459997953092,245.2074797705556,217.46304820490286,0.0
34,233.8083000140792,245.2074797705556,217.46304820490286,0.0
35,238.73084972874503,245.2074797705556,217.46304820490286,0.0
36,240.03959986769243,245.74890912985398,179.57389174715473,0.0
37,241.00610012005689,245.74890912985398,179.57389174715473,0.0
38,238.07909985316732,245.74890912985398,179.57389174715473,0.0
39,242.67174994498808,245.74890912985398,179.57389174715473,0.0
40,243.98155000943183,245.74890912985398,179.57389174715473,0.0
41,221.17834993391455,245.62287827688704,177.58625144893716,0.0
42,219.69245021685433,245.62287827688704,177.58625144893716,0.0
43,218.3447499947952,245.62287827688704,177.58625144893716,0.0
44,216.76895016742148,245.62287827688704,177.58625144893716,0.0
45,215.1166502149776,245.62287827688704,177.58625144893716,0.0
46,218.71390009946074,244.92647718572545,99.14401572182088,0.0
47,216.55695000980774,244.92647718572545,99.14401572182088,0.0
48,215.93520005809947,244.92647718572545,99.14401572182088,0.0
49,216.15105027006123,244.92647718572545,99.14401572182088,0.0
